7.065532133621069688e-01,8.547715336901978711e-01,1.818128630946795887e-01,0.000000000000000000e+00
8.006826888647051721e-01,4.341929537190304389e-01,5.464636361671564302e-01,1.000000000000000000e+00
9.557087358165291535e-01,8.780275349527869588e-01,5.181713607336635441e-02,0.000000000000000000e+00
5.191174557392391753e-01,6.730334061880769436e-01,1.662264464222319438e-01,1.000000000000000000e+00
2.415866514528420828e-01,8.828126020024089637e-01,6.980082270230677510e-01,0.000000000000000000e+00
1.340309764280076532e-01,5.431140737444674071e-01,3.123720950082453651e-02,0.000000000000000000e+00
2.903231480159539357e-01,5.808523807103987968e-01,7.926635087705765637e-01,1.000000000000000000e+00
6.198500514519523774e-01,8.287890994194077043e-01,4.717243196184817133e-02,0.000000000000000000e+00
5.648960087439439670e-01,8.972881524572957623e-01,3.460320204966389479e-01,1.000000000000000000e+00
8.655293451585954756e-02,6.449874428616991784e-01,6.240207637175799738e-01,1.000000000000000000e+00
1.481108835992929196e-01,7.510428282559942215e-01,1.912871370418182115e-01,0.000000000000000000e+00
6.189188378063059659e-01,7.261216560714786050e-01,6.758240608156059759e-01,1.000000000000000000e+00
4.157017719663604893e-01,2.471902913917028988e-01,3.674137726086149636e-01,0.000000000000000000e+00
1.512048064781135182e-02,3.935449474182524110e-01,3.201134795886584339e-02,0.000000000000000000e+00
4.707668454950373338e-01,7.396037421823952185e-01,5.884285516020287821e-01,0.000000000000000000e+00
3.033477914173866585e-01,1.956151652219338954e-01,5.603771106538313340e-03,0.000000000000000000e+00
5.149116520831424904e-01,3.021185959130906484e-01,2.217344524934522498e-01,0.000000000000000000e+00
7.698962826848321228e-02,2.479025813529529554e-01,2.813762715456621377e-01,1.000000000000000000e+00
8.911771215662256385e-02,3.027038684233586130e-01,6.924395748406186879e-01,0.000000000000000000e+00
2.039787498522310782e-01,7.989781662420174513e-01,7.862329921803155042e-01,1.000000000000000000e+00
2.539670637703411726e-01,6.359089974295318859e-01,8.160212067705709948e-01,1.000000000000000000e+00
9.028665349168402132e-01,1.548038899728428897e-01,2.172600886238233997e-01,0.000000000000000000e+00
5.793707346210661413e-01,2.652140229023888240e-01,6.438820620310981013e-03,0.000000000000000000e+00
7.967842794023697328e-01,5.411369688808697065e-01,7.652553470261143076e-01,0.000000000000000000e+00
9.041206798303802472e-01,3.140823161343100356e-01,8.399068501656438146e-01,1.000000000000000000e+00
7.958408618776919852e-01,8.082029390755236520e-01,9.215738601130324392e-01,0.000000000000000000e+00
8.757210566836473031e-01,7.599792770569214762e-01,2.671987303081988507e-01,0.000000000000000000e+00
4.734468577690269520e-01,7.117899470084169122e-01,9.780167419022540720e-01,1.000000000000000000e+00
9.485840249024207749e-01,5.365473246377838734e-02,9.386095749514056230e-02,0.000000000000000000e+00
2.835178358949338451e-01,5.033092730178356788e-02,2.730313824011325607e-01,1.000000000000000000e+00
3.224382011588233787e-02,8.261107261611908559e-01,3.053444447620458080e-01,0.000000000000000000e+00
6.439016716571768217e-01,3.415229479761662246e-01,5.638732522451179729e-01,1.000000000000000000e+00
9.410904685587913043e-01,2.152804687277084517e-01,8.813718389900430106e-01,1.000000000000000000e+00
8.250921702781386369e-01,2.330180757841403549e-01,6.338076081388491767e-01,1.000000000000000000e+00
5.393649948125432969e-01,9.113952460038633463e-01,1.946773336159370871e-01,0.000000000000000000e+00
8.670352731232701116e-01,9.938552935134142841e-01,2.686186376458667979e-01,0.000000000000000000e+00
2.809180110755565840e-01,7.909604490674496668e-01,1.347513018086802239e-01,1.000000000000000000e+00
5.740149079097910390e-01,1.305089353636056382e-01,5.656583596693517402e-01,1.000000000000000000e+00
2.890177214697847718e-01,2.728244657333434020e-01,7.315643586836084733e-01,1.000000000000000000e+00
9.793456938028740622e-01,2.028841944589002688e-01,1.104274560240101621e-01,0.000000000000000000e+00
4.676360541354022127e-01,7.693561242612223516e-01,1.307297732845340565e-01,0.000000000000000000e+00
9.531785922811099043e-01,1.163545435401206474e-01,3.062625080999253901e-01,1.000000000000000000e+00
2.105804811108829000e-01,4.349117781512333858e-01,9.996717970583678392e-01,1.000000000000000000e+00
8.041610558584362245e-01,8.651816981069903045e-01,5.401105507582770748e-03,0.000000000000000000e+00
9.592883137836858420e-01,3.583225466492911959e-02,4.028187353035653784e-01,0.000000000000000000e+00
7.173592442818721437e-02,4.233495985080781843e-01,9.791202560044049985e-01,0.000000000000000000e+00
8.298518041323290628e-01,8.848093805423427050e-01,9.997618535294320319e-01,0.000000000000000000e+00
7.942101601172842917e-01,1.239825502803684198e-01,7.655050090809943919e-01,0.000000000000000000e+00
